"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0001773"	"BP"	"GO:0001773"	"myeloid dendritic cell activation"	"8/1074"	"29/18870"	0.000157361411107744	0.00504527026450292	0.00433081370240882	"RELB/ITGB6/CD2/HAVCR2/IRF4/CAMK4/BATF/UBD"	8
"GO:1905820"	"BP"	"GO:1905820"	"positive regulation of chromosome separation"	"8/1074"	"29/18870"	0.000157361411107744	0.00504527026450292	0.00433081370240882	"BIRC5/NCAPG/SMC4/CDC20/DLGAP5/INCENP/UBE2C/PLSCR1"	8
"GO:0002715"	"BP"	"GO:0002715"	"regulation of natural killer cell mediated immunity"	"11/1074"	"53/18870"	0.000161628938789366	0.00513683587995201	0.00440941278655431	"KLRB1/KLRC1/HAVCR2/IL21/CD226/CD96/IL12A/LGALS9/SH2D1A/KLRC3/KLRK1"	11
"GO:0045058"	"BP"	"GO:0045058"	"T cell selection"	"11/1074"	"53/18870"	0.000161628938789366	0.00513683587995201	0.00440941278655431	"PTPRC/GLI3/GATA3/CTSL/IRF4/BATF/CD3G/CD3D/PTPN2/CD28/CD3E"	11
"GO:0048002"	"BP"	"GO:0048002"	"antigen processing and presentation of peptide antigen"	"13/1074"	"71/18870"	0.000162733888521509	0.00514946626373714	0.00442025459210597	"SLC11A1/IKBKB/CTSL/FCER1G/CTSS/TAP1/CTSF/TAP2/HLA-DRA/IFI30/HLA-DPB1/HLA-DPA1/HLA-DOB"	13
"GO:0051306"	"BP"	"GO:0051306"	"mitotic sister chromatid separation"	"12/1074"	"62/18870"	0.000166747661348001	0.00525363410948376	0.00450967131510769	"TRIP13/BIRC5/TTK/CDC20/DLGAP5/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1/UBE2C"	12
"GO:0031341"	"BP"	"GO:0031341"	"regulation of cell killing"	"17/1074"	"111/18870"	0.00017432953930465	0.00546883787525535	0.00469440025305398	"TYROBP/PTPRC/IFNG/KLRB1/CXCL6/KLRC1/HAVCR2/IL21/CD226/IL7R/IL12A/LGALS9/SH2D1A/TAP2/HLA-DRA/KLRC3/KLRK1"	17
"GO:0019058"	"BP"	"GO:0019058"	"viral life cycle"	"35/1074"	"321/18870"	0.000176018753660213	0.00549813085467396	0.00471954507781056	"EIF2AK2/PABPC1/ITGB5/OAS1/PCSK5/CCL2/CCL8/ITGB6/IFIH1/CD80/WWP1/DEK/APOBEC3A/APOBEC3F/APOE/CTSL/CXADR/MX1/VPS28/NFIA/IFI16/PPIB/LGALS9/CXCL8/CDK1/INSR/ISG20/CD28/CIITA/KPNA2/PLSCR1/SMC5/TRIM59/APOBEC3G/CCL5"	35
"GO:0002504"	"BP"	"GO:0002504"	"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"	"9/1074"	"37/18870"	0.000177261631611703	0.0055132912601281	0.0047325586307488	"CTSL/FCER1G/CTSS/CTSF/HLA-DRA/IFI30/HLA-DPB1/HLA-DPA1/HLA-DOB"	9
"GO:0051607"	"BP"	"GO:0051607"	"defense response to virus"	"36/1074"	"334/18870"	0.000179978728657128	0.00557397951985779	0.00478465287605849	"EIF2AK2/PTPRC/OAS1/CD40/IFNG/IFIH1/STAT1/GBP1/TNFAIP3/IFIT3/ZBP1/IRF1/FGL2/APOBEC3A/APOBEC3F/SERINC3/PTPN22/TANK/IL21/CXCL9/ARMC5/SKP2/GBP5/MX1/IFNAR2/ZDHHC1/IFI16/AIM2/MLKL/CXCL10/ISG20/MX2/PLSCR1/ZDHHC11/APOBEC3G/MMP12"	36
"GO:0140546"	"BP"	"GO:0140546"	"defense response to symbiont"	"36/1074"	"335/18870"	0.000190902583127775	0.00588724152544045	0.00505355410732982	"EIF2AK2/PTPRC/OAS1/CD40/IFNG/IFIH1/STAT1/GBP1/TNFAIP3/IFIT3/ZBP1/IRF1/FGL2/APOBEC3A/APOBEC3F/SERINC3/PTPN22/TANK/IL21/CXCL9/ARMC5/SKP2/GBP5/MX1/IFNAR2/ZDHHC1/IFI16/AIM2/MLKL/CXCL10/ISG20/MX2/PLSCR1/ZDHHC11/APOBEC3G/MMP12"	36
"GO:0045807"	"BP"	"GO:0045807"	"positive regulation of endocytosis"	"21/1074"	"155/18870"	0.000192106924674649	0.00589160562942414	0.00505730021414678	"SLC11A1/PTPRC/IL2RB/SFRP4/CCL2/IFNG/APOE/IL15RA/LYAR/IL2RG/FCER1G/APOA2/VPS28/C2/INSR/CD151/GATA2/CD47/PLCG2/C4B/C4A"	21
"GO:0033047"	"BP"	"GO:0033047"	"regulation of mitotic sister chromatid segregation"	"11/1074"	"54/18870"	0.000192663113465642	0.00589160562942414	0.00505730021414678	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1/CDK1"	11
"GO:0051256"	"BP"	"GO:0051256"	"mitotic spindle midzone assembly"	"5/1074"	"11/18870"	0.000204826038936067	0.00621134963073625	0.00533176553107702	"BIRC5/KIF4A/KIF23/INCENP/PRC1"	5
"GO:0070669"	"BP"	"GO:0070669"	"response to interleukin-2"	"5/1074"	"11/18870"	0.000204826038936067	0.00621134963073625	0.00533176553107702	"IL2RB/JAK3/IL2RA/IL2RG/PTPN2"	5
"GO:0050921"	"BP"	"GO:0050921"	"positive regulation of chemotaxis"	"20/1074"	"145/18870"	0.000212048647788625	0.0063336682435141	0.00543676270595684	"F7/MAPK3/HSPB1/CCL7/SMOC2/THBS4/PDGFRB/PTK2B/CCR2/RAC2/PLA2G7/CXCL13/IL12A/LGALS9/CXCL10/CXCL8/AIF1/CCL5/CCL4/CCL3"	20
"GO:0007094"	"BP"	"GO:0007094"	"mitotic spindle assembly checkpoint signaling"	"10/1074"	"46/18870"	0.000213210871071854	0.0063336682435141	0.00543676270595684	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:0071173"	"BP"	"GO:0071173"	"spindle assembly checkpoint signaling"	"10/1074"	"46/18870"	0.000213210871071854	0.0063336682435141	0.00543676270595684	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:0071174"	"BP"	"GO:0071174"	"mitotic spindle checkpoint signaling"	"10/1074"	"46/18870"	0.000213210871071854	0.0063336682435141	0.00543676270595684	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:0097028"	"BP"	"GO:0097028"	"dendritic cell differentiation"	"10/1074"	"46/18870"	0.000213210871071854	0.0063336682435141	0.00543676270595684	"TMEM176A/RELB/ITGB6/IRF4/IRF8/CAMK4/BATF/LGALS9/UBD/LYN"	10
"GO:0032102"	"BP"	"GO:0032102"	"negative regulation of response to external stimulus"	"47/1074"	"481/18870"	0.000216160771706584	0.00639519551414844	0.00548957715052877	"SEMA3F/CD9/SEMA3G/FYN/PLAUR/SEMA3B/PTPRC/C1QTNF3/OAS1/PLAT/GATA3/CCL2/LPCAT3/ADTRP/FXR1/PADI2/TNFAIP3/NMI/GPR18/FGL2/APOE/SMPDL3B/PTPN22/TRIM45/IL2RA/KLRC1/HAVCR2/LYAR/CD96/OTULIN/UBASH3B/CXCL13/SLAMF8/IFI16/PBK/LGALS9/ROBO1/FGG/PTPN2/YES1/SHARPIN/SIGIRR/CARD16/AIF1/KLRK1/LYN/MMP12"	47
"GO:0032732"	"BP"	"GO:0032732"	"positive regulation of interleukin-1 production"	"13/1074"	"73/18870"	0.000217445683215346	0.00640716470624004	0.00549985139519744	"TYROBP/JAK2/HSPB1/IFNG/HAVCR2/GBP5/IFI16/AIM2/LGALS9/S100A13/HDAC2/ORM1/CCL3"	13
"GO:0032615"	"BP"	"GO:0032615"	"interleukin-12 production"	"12/1074"	"64/18870"	0.000228276152058371	0.00665496775006683	0.00571256325431316	"CD40/JAK3/IFNG/IRF1/IDO1/IRF8/SCIMP/LAPTM5/LGALS9/CD47/PLCG2/LTB"	12
"GO:0032655"	"BP"	"GO:0032655"	"regulation of interleukin-12 production"	"12/1074"	"64/18870"	0.000228276152058371	0.00665496775006683	0.00571256325431316	"CD40/JAK3/IFNG/IRF1/IDO1/IRF8/SCIMP/LAPTM5/LGALS9/CD47/PLCG2/LTB"	12
"GO:0045071"	"BP"	"GO:0045071"	"negative regulation of viral genome replication"	"11/1074"	"55/18870"	0.000228598782291386	0.00665496775006683	0.00571256325431316	"EIF2AK2/OAS1/IFIH1/APOBEC3A/APOBEC3F/MX1/IFI16/ISG20/PLSCR1/APOBEC3G/CCL5"	11
"GO:0048525"	"BP"	"GO:0048525"	"negative regulation of viral process"	"15/1074"	"93/18870"	0.000230999387301022	0.00669806191544558	0.00574955489046579	"EIF2AK2/OAS1/TRIM14/IFIH1/STAT1/APOBEC3A/APOBEC3F/MX1/IFI16/ISG20/CIITA/PLSCR1/TRIM59/APOBEC3G/CCL5"	15
"GO:0070372"	"BP"	"GO:0070372"	"regulation of ERK1 and ERK2 cascade"	"34/1074"	"313/18870"	0.000232303401603832	0.00670914347965352	0.00575906720350351	"CD44/RPS6KA6/PTPRC/FAM83D/MAPK3/CCL17/CCL7/CCL2/CCL8/GCNT2/PDGFRB/CCL20/GBP1/PTK2B/APOE/CHI3L1/PTPN22/HAVCR2/PRKCA/SCIMP/ATF3/NDRG2/NPNT/LGALS9/GPR183/FGG/PTPN2/TBC1D10C/ARHGAP8/LYN/CCL5/CCL4/CCL18/CCL3"	34
"GO:0002218"	"BP"	"GO:0002218"	"activation of innate immune response"	"31/1074"	"276/18870"	0.000239533621543375	0.00689061540550468	0.00591484103956701	"FYN/TYROBP/BIRC3/EIF2AK2/OAS1/ESR1/CD40/IKBKB/IFIH1/TNFAIP3/NMI/ZBP1/IRF1/SMPDL3B/PTPN22/KLRC1/HAVCR2/IRF4/OTULIN/GBP5/PIK3AP1/SCIMP/CTSS/MNDA/IFI16/AIM2/CLEC4E/PLCG2/KLRC3/KLRK1/LYN"	31
"GO:0000075"	"BP"	"GO:0000075"	"cell cycle checkpoint signaling"	"24/1074"	"192/18870"	0.000243843754775219	0.00698698758761435	0.00599756603643152	"TRIP13/GTSE1/BIRC5/WDR76/CCND1/TTK/CDC20/CCNB1/BRIP1/DNA2/BRCA2/NUF2/HORMAD1/INCENP/RPL26/MAD2L1/PLK1/CDT1/BUB1/CDK1/RAD9A/NABP1/MUC1/BLM"	24
"GO:0010001"	"BP"	"GO:0010001"	"glial cell differentiation"	"29/1074"	"252/18870"	0.00024902556965916	0.00710748272933084	0.00610099796048344	"PAX6/IFNGR1/GPC1/ERBB3/PHGDH/MAPK3/METRN/NDRG1/CDK6/GLI3/ABCA2/IFNG/EGR2/ANO1/HAPLN3/S100A8/SOX13/NFIB/MXRA8/NFIA/S100A9/EOMES/ROR2/CDK1/LAMB2/C1QA/MAPT/HDAC2/LYN"	29
"GO:0031577"	"BP"	"GO:0031577"	"spindle checkpoint signaling"	"10/1074"	"47/18870"	0.000257179906187661	0.00731154436419453	0.00627616259549248	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:0001562"	"BP"	"GO:0001562"	"response to protozoan"	"8/1074"	"31/18870"	0.000261293846970622	0.00739959773638984	0.00635174680225535	"SLC11A1/CD40/NKG7/GBP1/IRF4/IRF8/BATF/GBP4"	8
"GO:0030888"	"BP"	"GO:0030888"	"regulation of B cell proliferation"	"12/1074"	"65/18870"	0.000265668407862385	0.00747543160651011	0.00641684190055648	"TYROBP/PTPRC/CD40/TNFSF13B/PRLR/SASH3/IL21/IKZF3/MNDA/GPR183/MZB1/LYN"	12
"GO:0016032"	"BP"	"GO:0016032"	"viral process"	"43/1074"	"432/18870"	0.000266025939280863	0.00747543160651011	0.00641684190055648	"EIF2AK2/ST6GALNAC2/PABPC1/MGAT4A/ITGB5/OAS1/PCSK5/HPN/TRIM14/CCL2/CCL8/ITGB6/IFIH1/STAT1/CD80/WWP1/DEK/APOBEC3A/APOBEC3F/APOE/CTSL/CXADR/MX1/VPS28/NFIA/IFI16/PPIB/LGALS9/CXCL8/CDK1/INSR/ISG20/CD28/CIITA/ZDHHC20/KPNA2/PLSCR1/SMC5/TRIM59/APOBEC3G/CCL5/CCL4/CCL3"	43
"GO:0050777"	"BP"	"GO:0050777"	"negative regulation of immune response"	"25/1074"	"205/18870"	0.000268896230220222	0.00752702601362605	0.00646113006622273	"FYN/CD84/PTPRC/OAS1/IL4I1/JAK3/TNFAIP3/CD80/CCR2/NMI/FGL2/KLRC1/HAVCR2/LYAR/CD96/SAMSN1/SLAMF8/IFI16/IL7R/LGALS9/PTPN2/YES1/LILRB4/LYN/MMP12"	25
"GO:0046039"	"BP"	"GO:0046039"	"GTP metabolic process"	"7/1074"	"24/18870"	0.000278964806439507	0.00777894966002578	0.00667737901277867	"NME3/NME4/NME5/RHOQ/AK4/MFN1/GIMAP7"	7
"GO:0002294"	"BP"	"GO:0002294"	"CD4-positive, alpha-beta T cell differentiation involved in immune response"	"13/1074"	"75/18870"	0.000287196255607637	0.00797791735997094	0.0068481710607928	"RELB/JAK3/GATA3/IFNG/CD80/RARA/IRF4/IL21/IL18/BATF/LGALS9/GPR183/HLA-DRA"	13
"GO:0001894"	"BP"	"GO:0001894"	"tissue homeostasis"	"31/1074"	"279/18870"	0.000289959022197539	0.00799364304376397	0.00686166984347047	"PROM1/FOXC1/SNX10/LYZ/CORO1A/COMP/HSPB1/GCNT2/TNFAIP3/PTK2B/CCR2/SASH3/RAC2/CIB2/NFIB/GJA1/UBASH3B/PRKCA/CXADR/TFF3/TFF1/ZG16B/APBB2/LTBP3/MFSD2A/IQCB1/BBS1/GATA2/POTEE/SLC22A5/IGKC"	31
"GO:0060249"	"BP"	"GO:0060249"	"anatomical structure homeostasis"	"31/1074"	"279/18870"	0.000289959022197539	0.00799364304376397	0.00686166984347047	"PROM1/FOXC1/SNX10/LYZ/CORO1A/COMP/HSPB1/GCNT2/TNFAIP3/PTK2B/CCR2/SASH3/RAC2/CIB2/NFIB/GJA1/UBASH3B/PRKCA/CXADR/TFF3/TFF1/ZG16B/APBB2/LTBP3/MFSD2A/IQCB1/BBS1/GATA2/POTEE/SLC22A5/IGKC"	31
"GO:0070374"	"BP"	"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	"26/1074"	"218/18870"	0.000291868362713849	0.00801591676917508	0.00688078940499184	"CD44/PTPRC/MAPK3/CCL17/CCL7/CCL2/CCL8/GCNT2/PDGFRB/CCL20/PTK2B/APOE/CHI3L1/PTPN22/HAVCR2/PRKCA/SCIMP/NPNT/LGALS9/GPR183/FGG/ARHGAP8/CCL5/CCL4/CCL18/CCL3"	26
"GO:0045069"	"BP"	"GO:0045069"	"regulation of viral genome replication"	"14/1074"	"85/18870"	0.000295507831564586	0.0080853608952145	0.00694039960560276	"EIF2AK2/PABPC1/OAS1/IFIH1/APOBEC3A/APOBEC3F/MX1/IFI16/CXCL8/ISG20/CD28/PLSCR1/APOBEC3G/CCL5"	14
"GO:0045582"	"BP"	"GO:0045582"	"positive regulation of T cell differentiation"	"17/1074"	"116/18870"	0.000299273866008476	0.0081272955104839	0.00697639589458092	"RUNX3/PTPRC/IL4I1/GLI3/GATA3/IFNG/CD80/SASH3/RARA/IL2RA/SOX13/IL2RG/IL18/IL7R/LGALS9/LILRB4/HLA-DRA"	17
"GO:0050000"	"BP"	"GO:0050000"	"chromosome localization"	"17/1074"	"116/18870"	0.000299273866008476	0.0081272955104839	0.00697639589458092	"CENPQ/SPAG5/BIRC5/FAM83D/ECT2/ACTR3/NEK2/KIF18A/DLGAP5/KNSTRN/CCNB1/ACTR2/KIF2C/NUF2/CDCA5/INCENP/CDT1"	17
"GO:0033046"	"BP"	"GO:0033046"	"negative regulation of sister chromatid segregation"	"10/1074"	"48/18870"	0.000308488588520887	0.00824542036318964	0.00707779318429448	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:0033048"	"BP"	"GO:0033048"	"negative regulation of mitotic sister chromatid segregation"	"10/1074"	"48/18870"	0.000308488588520887	0.00824542036318964	0.00707779318429448	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:0045841"	"BP"	"GO:0045841"	"negative regulation of mitotic metaphase/anaphase transition"	"10/1074"	"48/18870"	0.000308488588520887	0.00824542036318964	0.00707779318429448	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:2000816"	"BP"	"GO:2000816"	"negative regulation of mitotic sister chromatid separation"	"10/1074"	"48/18870"	0.000308488588520887	0.00824542036318964	0.00707779318429448	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:0010212"	"BP"	"GO:0010212"	"response to ionizing radiation"	"19/1074"	"138/18870"	0.000309288232914368	0.00824542036318964	0.00707779318429448	"PTPRC/EEF1D/GATA3/RAD51AP1/SOD2/ECT2/ITGB6/TANK/BRCA2/RHOB/DCLRE1C/RPL26/VCAM1/IFI16/CXCL10/RAD9A/NABP1/XRCC2/BLM"	19
"GO:0007077"	"BP"	"GO:0007077"	"mitotic nuclear membrane disassembly"	"4/1074"	"7/18870"	0.000317928009627333	0.0082934768963001	0.00711904447137604	"VRK1/LPIN1/PRKCA/PLK1"	4
"GO:0032829"	"BP"	"GO:0032829"	"regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation"	"4/1074"	"7/18870"	0.000317928009627333	0.0082934768963001	0.00711904447137604	"IFNG/IL2RG/LGALS9/HLA-DRA"	4
"GO:0032831"	"BP"	"GO:0032831"	"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation"	"4/1074"	"7/18870"	0.000317928009627333	0.0082934768963001	0.00711904447137604	"IFNG/IL2RG/LGALS9/HLA-DRA"	4
"GO:0060745"	"BP"	"GO:0060745"	"mammary gland branching involved in pregnancy"	"4/1074"	"7/18870"	0.000317928009627333	0.0082934768963001	0.00711904447137604	"PGR/ESR1/MED1/AR"	4
"GO:0070162"	"BP"	"GO:0070162"	"adiponectin secretion"	"4/1074"	"7/18870"	0.000317928009627333	0.0082934768963001	0.00711904447137604	"C1QTNF3/RAB11FIP3/RAB11FIP1/HCAR2"	4
"GO:0070163"	"BP"	"GO:0070163"	"regulation of adiponectin secretion"	"4/1074"	"7/18870"	0.000317928009627333	0.0082934768963001	0.00711904447137604	"C1QTNF3/RAB11FIP3/RAB11FIP1/HCAR2"	4
"GO:0070664"	"BP"	"GO:0070664"	"negative regulation of leukocyte proliferation"	"15/1074"	"96/18870"	0.000329896508343282	0.00857495281329431	0.00736066081585481	"TYROBP/IL4I1/TNFAIP3/CD274/CD80/IDO1/IL2RA/HAVCR2/LRRC32/DLG5/MNDA/LGALS9/LILRB4/LYN/RASSF5"	15
"GO:0002431"	"BP"	"GO:0002431"	"Fc receptor mediated stimulatory signaling pathway"	"8/1074"	"32/18870"	0.000331163896562084	0.00857726277287846	0.00736264366396692	"FYN/PTPRC/CD226/FCER1G/YES1/PLSCR1/CD47/LYN"	8
"GO:0000022"	"BP"	"GO:0000022"	"mitotic spindle elongation"	"5/1074"	"12/18870"	0.000334689421515378	0.00863783549570538	0.00741463873345937	"BIRC5/KIF4A/KIF23/INCENP/PRC1"	5
"GO:0006978"	"BP"	"GO:0006978"	"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator"	"6/1074"	"18/18870"	0.00034405259659424	0.00884810882690064	0.0075951354316043	"RPS6KA6/FOXM1/BRCA2/COPS3/RPL26/MUC1"	6
"GO:2001233"	"BP"	"GO:2001233"	"regulation of apoptotic signaling pathway"	"40/1074"	"398/18870"	0.000353136843635959	0.00904975333796659	0.00776822522972356	"FYN/PLAUR/CD44/PTPRC/JAK2/HMOX1/MMP9/SGK3/HSPB1/UNC5B/CTSC/SOD2/NME5/TNFAIP3/HELLS/TNFSF10/EEF1E1/SERINC3/CTSL/ITM2C/SKIL/BMPR1B/S100A8/TCF7L2/DEPTOR/MPV17L/RPL26/ATF3/CTSS/S100A9/HMGB2/DDIAS/ACAA2/AR/FGG/RAD9A/PTPN2/SIAH2/MUC1/LTB"	40
"GO:0001774"	"BP"	"GO:0001774"	"microglial cell activation"	"10/1074"	"49/18870"	0.000368067940400337	0.00931353968675736	0.0079946570111663	"TYROBP/IFNGR1/PTPRC/JAK2/CTSC/IFNG/C1QA/MAPT/AIF1/CCL3"	10
"GO:0008608"	"BP"	"GO:0008608"	"attachment of spindle microtubules to kinetochore"	"10/1074"	"49/18870"	0.000368067940400337	0.00931353968675736	0.0079946570111663	"SPAG5/BIRC5/ECT2/NEK2/KNSTRN/CCNB1/KIF2C/NUF2/INCENP/CDT1"	10
"GO:0042269"	"BP"	"GO:0042269"	"regulation of natural killer cell mediated cytotoxicity"	"10/1074"	"49/18870"	0.000368067940400337	0.00931353968675736	0.0079946570111663	"KLRB1/KLRC1/HAVCR2/IL21/CD226/IL12A/LGALS9/SH2D1A/KLRC3/KLRK1"	10
"GO:0046629"	"BP"	"GO:0046629"	"gamma-delta T cell activation"	"7/1074"	"25/18870"	0.000368548973589739	0.00931353968675736	0.0079946570111663	"PTPRC/GPR18/KLRC1/SOX13/CXADR/CD3G/CD3E"	7
"GO:0002456"	"BP"	"GO:0002456"	"T cell mediated immunity"	"18/1074"	"129/18870"	0.000373417323941372	0.00940391447628134	0.00807223390126405	"WAS/PTPRC/IL4I1/GATA3/CTSC/CD80/CCR2/SASH3/KLRC1/IL18/CD8A/IL7R/IL12A/LILRB4/ZP3/TAP2/HLA-DRA/EMP2"	18
"GO:0043086"	"BP"	"GO:0043086"	"negative regulation of catalytic activity"	"46/1074"	"480/18870"	0.000386650647992444	0.00970359798651381	0.00832947947671562	"PLAUR/CD44/PICALM/PTPRC/PALM/MMP9/TSC2/IKBKB/HSPB1/IFNG/GAPDH/CSTA/CCR2/SNX6/SH3BP4/APOE/APOC1/H19/PTPN22/RDX/NEIL1/ECM1/GZMA/CDKN2A/UBASH3B/UCHL1/DEPTOR/APOA2/CSTB/IFI16/MAD2L1/PLK1/CST2/SIAH2/LILRB4/MAPT/SERPINA11/PTPRT/CARD16/SERPINB5/KLRK1/LTB4R2/PLIN5/AQP1/LYN/SRCIN1"	46
"GO:0045066"	"BP"	"GO:0045066"	"regulatory T cell differentiation"	"9/1074"	"41/18870"	0.000406641124915777	0.01017022029944	0.00873002378866029	"IL4I1/IFNG/IRF1/IL2RG/LGALS9/CD28/LILRB4/FANCA/HLA-DRA"	9
"GO:0045621"	"BP"	"GO:0045621"	"positive regulation of lymphocyte differentiation"	"18/1074"	"130/18870"	0.000410851182867654	0.0102403250305164	0.00879020104657363	"RUNX3/PTPRC/IL4I1/GLI3/GATA3/IFNG/CD80/SASH3/RARA/IL2RA/IL15RA/SOX13/IL2RG/IL18/IL7R/LGALS9/LILRB4/HLA-DRA"	18
"GO:0050869"	"BP"	"GO:0050869"	"negative regulation of B cell activation"	"8/1074"	"33/18870"	0.000415536710412522	0.0103124153965116	0.00885208275528214	"TYROBP/TNFAIP3/BANK1/SAMSN1/LAPTM5/MNDA/TBC1D10C/LYN"	8
"GO:0002520"	"BP"	"GO:0002520"	"immune system development"	"24/1074"	"199/18870"	0.00041657737380797	0.0103124153965116	0.00885208275528214	"PTPRC/CD40/MAPK3/GATA3/TNFAIP3/CD274/SIX1/IDO1/IL2RA/HAVCR2/SLC40A1/DCLRE1C/BATF/CCNB2/HMGB2/IL7R/LGALS9/EXO1/CD28/PBX1/LILRB4/CD3E/LTB/LYN"	24
"GO:0070371"	"BP"	"GO:0070371"	"ERK1 and ERK2 cascade"	"35/1074"	"336/18870"	0.000418872178556436	0.0103340736119788	0.00887067396871525	"CD44/RPS6KA6/PTPRC/FAM83D/MAPK3/CCL17/CCL7/CCL2/CCL8/GCNT2/PDGFRB/CCL20/GBP1/PTK2B/APOE/CHI3L1/PTPN22/HAVCR2/PRKCA/SCIMP/ATF3/NDRG2/NPNT/LGALS9/GPR183/CDK1/FGG/PTPN2/TBC1D10C/ARHGAP8/LYN/CCL5/CCL4/CCL18/CCL3"	35
"GO:0000281"	"BP"	"GO:0000281"	"mitotic cytokinesis"	"14/1074"	"88/18870"	0.000426912639075918	0.0103915390876071	0.00892000180572285	"ANLN/BIRC5/KIF4A/ECT2/CENPA/CKAP2/NUSAP1/KIF23/CEP55/RHOB/INCENP/RHOC/MITD1/PLK1"	14
"GO:0032147"	"BP"	"GO:0032147"	"activation of protein kinase activity"	"14/1074"	"88/18870"	0.000426912639075918	0.0103915390876071	0.00892000180572285	"SLC11A1/TPX2/JAK2/TNFRSF10A/PRLR/ECT2/PTK2B/CHI3L1/BORA/CARD14/IL18/INSR/EMP2/CCL5"	14
"GO:0050672"	"BP"	"GO:0050672"	"negative regulation of lymphocyte proliferation"	"14/1074"	"88/18870"	0.000426912639075918	0.0103915390876071	0.00892000180572285	"TYROBP/IL4I1/CD274/CD80/IDO1/IL2RA/HAVCR2/LRRC32/DLG5/MNDA/LGALS9/LILRB4/LYN/RASSF5"	14
"GO:0098586"	"BP"	"GO:0098586"	"cellular response to virus"	"14/1074"	"88/18870"	0.000426912639075918	0.0103915390876071	0.00892000180572285	"IFNGR1/OAS1/JAK2/POU2AF1/IFNG/IFIH1/H19/IL21/IFNAR2/IL12A/LGALS9/CXCL10/MMP12/CCL5"	14
"GO:0030183"	"BP"	"GO:0030183"	"B cell differentiation"	"20/1074"	"153/18870"	0.000435223738181222	0.010460368500422	0.00897908434214209	"PTPRC/TNFSF13B/IL4I1/CD79A/JAK3/EZH2/POU2AF1/ITGA4/PTK2B/DNAJB9/IL21/IRF8/IL2RG/DCLRE1C/SLAMF8/IKZF3/VCAM1/GPR183/PTPN2/PLCG2"	20
"GO:0051985"	"BP"	"GO:0051985"	"negative regulation of chromosome segregation"	"10/1074"	"50/18870"	0.000436926631509796	0.010460368500422	0.00897908434214209	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:0071827"	"BP"	"GO:0071827"	"plasma lipoprotein particle organization"	"10/1074"	"50/18870"	0.000436926631509796	0.010460368500422	0.00897908434214209	"SOAT1/PCSK5/LPCAT3/APOE/APOC1/PCSK6/PLA2G7/APOA2/MFSD2A/APOC2"	10
"GO:1902100"	"BP"	"GO:1902100"	"negative regulation of metaphase/anaphase transition of cell cycle"	"10/1074"	"50/18870"	0.000436926631509796	0.010460368500422	0.00897908434214209	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:1905819"	"BP"	"GO:1905819"	"negative regulation of chromosome separation"	"10/1074"	"50/18870"	0.000436926631509796	0.010460368500422	0.00897908434214209	"TRIP13/BIRC5/TTK/CDC20/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1"	10
"GO:0033674"	"BP"	"GO:0033674"	"positive regulation of kinase activity"	"35/1074"	"337/18870"	0.00044255166903919	0.0105602985156302	0.00906486335029368	"PKD1/SLC11A1/LCP2/ERBB3/PTPRC/TPX2/JAK2/CD40/EEF1A2/TNFRSF10A/PIK3CG/EZH2/CCND1/IFNG/PRLR/PDGFRB/ECT2/PTK2B/CHI3L1/BORA/IGF1R/CARD14/IL18/LRP8/NCF1/S100A12/IRS1/ROR2/ROBO1/INSR/DOK7/MAPT/EMP2/CCL5/SRCIN1"	35
